"A" "B" "P" "BT"
"539" 0.029 0.041 0.039 0.0296091971003233
"540" 0.08 0.07 0.082 0.0820540472432031
"541" 0.003 0.003 0.002 0.000499149149839395
"542" 0.06 0.051 0.063 0.0643485403072718
"543" 0 0.004 0.003 0.000641463455365643
"544" 0.073 0.06 0.075 0.0703943270644103
"545" 0.002 0 0.002 0.000158713733697358
"546" 0.058 0.073 0.068 0.0716333628733401
"547" 0 0 0 5.40983669742312e-05
"548" 0.034 0.029 0.032 0.027516999026464
"549" 0 0 0 3.66148925623477e-08
"550" 0.018 0.021 0.018 0.01097843721926
"551" 0.095 0.087 0.086 0.0896479478131669
"552" 0.002 0 0.002 0.000698745085904284
"553" 0.002 0.001 0.004 0.00120388416812767
"554" 0 0 0 1.83555112998057e-07
"555" 0.018 0.014 0.021 0.0095242968731587
"556" 0.001 0 0.001 5.26717915377839e-05
"557" 0.185 0.204 0.202 0.219099739125308
"558" 0.002 0.005 0.004 0.00179145289315141
"559" 0.022 0.024 0.021 0.0193248485715555
"560" 0.009 0.005 0.015 0.00552096145345315
"561" 0 0 0.002 3.3563202649356e-06
"562" 0.001 0 0 2.68436680045392e-05
"563" 0.001 0 0.001 0.000124624672345974
"564" 0.001 0.001 0.003 0.00142458732393236
"565" 0 0 0 0.000108325248726282
"566" 0.001 0.001 0.002 0.000205313476633218
"567" 0 0 0.001 1.30019106814316e-07
"568" 0.008 0.003 0.001 0.0015335842554145
"569" 0.007 0.014 0.015 0.00667877089802715
"570" 0.062 0.048 0.043 0.0523272247441968
"571" 0 0 0.001 1.43308256209673e-05
"572" 0.002 0.005 0.005 0.00115113751194984
"573" 0 0 0.001 4.02346042460699e-06
"574" 0.05 0.061 0.07 0.0562719279504966
"575" 0.183 0.185 0.177 0.205906036276963
"576" 0.041 0.039 0.052 0.0502420461394225
"577" 0 0 0.001 8.41137328255748e-05
"578" 0.013 0.022 0.032 0.0183647988645598
"579" 0.001 0.002 0.003 0.0004037085604508
